mut_types,mut_layer_name,mut_result
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
NEB,stage_4.conv5_L1,True
